freq_buyer,user_id
6,32473807008
6,38659375583
6,640507465862
6,942940898417
6,535766380548
6,696464234446
6,314125309432
6,976353709581
6,592361281114
6,599564104673
6,456995187458
6,371147379355
6,100580700534
6,148991612146
6,190955899553
6,406917831709
6,269874853782
6,294498115474
6,530602225955
6,286252550685
6,885289034493
6,468227661417
6,634397485549
6,644060233372
6,957498379804
6,51894860470
6,394338552930
6,993490272413
6,359305242829
6,465125988672
6,474082604538
6,57862431737
6,909406676383
6,642243484378
6,76377166042
6,241853374549
6,157969644841
6,606842679918
6,480826432364
6,912036072101
6,792456500201
6,580733956986
6,862929271847
6,180842068543
6,42338677754
6,609047926717
6,613455720817
6,201590949204
6,918278628701
6,804848615958
6,385719481861
6,295817460976
6,302183705546
6,726910999717
6,217225067160
6,108966977312
6,167689270972
6,737032908686
6,876541644898
6,461353050862
6,83016093086
6,671390127144
6,399682926506
6,422971832986
6,993903177604
6,999022513998
6,343298054267
6,352793020069
6,211611461824
6,505770292832
6,384080798498
6,976089772137
6,754576248763
5,526412498335
5,986716206924
5,239114209
5,298445988029
5,585830456463
5,445048576053
5,878345939921
5,625032384418
5,199687889129
5,633596290814
5,787912348430
5,533836849766
5,116152573989
5,690295613040
5,860304087887
5,746155182004
5,61492025283
5,906182328829
5,639921677451
5,78665784845
5,674182355976
5,133882570236
5,583803782804
5,611273512942
5,354682175266
5,786113686987
5,504835728140
5,506357962587
5,929651670830
5,950947442843
5,810129866199
5,246165757893
5,263518067625
5,696999074259
5,430919004185
5,886665094761
5,914309196601
5,503731391553
5,653427471794
5,528899908837
5,681648763119
5,130462558703
5,977546980700
5,838810976187
5,306361750307
5,54717356760
5,71928626458
5,363001965763
5,586620229534
5,22083747144
5,596565016798
5,27806701492
5,741642120848
5,749544331222
5,614240919238
5,333054895084
5,620106057409
5,477621105615
5,769093088651
5,491049057900
5,70674294691
5,493438808815
5,256305917373
5,278079243573
5,838334125521
5,580922957825
5,591308858032
5,599727981837
5,173696066787
5,612959397906
5,618772747520
5,791443488853
5,930374626714
5,390051944942
5,827032574296
5,702126514384
5,284806036610
5,445699771928
5,734462436717
5,31945230543
5,186680468987
5,56618343389
5,911489771089
5,226033965610
5,655646928638
5,411159116180
5,132638675346
5,303659657480
5,614311057206
5,351593489536
5,82820261944
5,658103896403
5,101778319060
5,533380730713
5,696136685913
5,131351421812
5,577605334584
5,580993301098
5,617168558070
5,488330904774
5,364225865479
5,237926798659
5,245174329056
5,424323859881
5,868613840108
5,318352341126
5,606561233335
5,757497858921
5,196983788930
5,627503583742
5,938676426190
5,802083541948
5,945493046359
5,968262602385
5,275957523488
5,292788156178
5,9221099063
5,724294117777
5,441753836402
5,864464943050
5,735207331498
5,312999678197
5,736663283703
5,604032037064
5,784463286166
5,923723063681
5,503311417561
5,222273263893
5,224706309114
5,951148211656
5,704796665910
5,582238118
5,711262907474
5,848355878779
5,996683659400
5,717855574011
5,321748554228
5,41006144660
5,625318240019
5,355142048006
5,663046334231
5,822389099195
5,969715095457
5,702227268378
5,841989984260
5,427272625934
5,581624881971
5,309685840870
5,39935388694
5,902385854989
5,507806901664
5,89756419521
5,115068246018
5,261141715549
5,694175360304
5,412576001934
5,423564675344
5,996288518814
5,731827236015
5,883118901943
5,211035065627
5,357494698921
5,812368301122
5,954566194785
5,962626850932
5,450137134857
5,315079137649
5,880277486594
5,179752324527
5,470583159586
5,499352201531
5,796712279953
5,525457330635
5,398315361437
5,966315224734
5,706983414641
5,868650094834
5,617825401747
5,63355778816
5,521969583434
5,135657965620
5,705953140098
5,423584419089
5,853238066760
5,596645140914
5,321173713143
5,624637603408
5,486502471438
5,67234850242
5,77682196811
5,508141230472
5,799516664619
5,234798186223
5,106451108018
5,109303099240
5,956790442324
5,817483683316
5,820197853504
5,843504026909
5,714910674537
5,998747215076
5,876837565278
5,326387103927
5,784995324089
5,926995928258
5,806751648395
5,525505068006
5,562656915133
5,295639540895
5,304758166773
5,611066482841
5,913414693312
5,655874635526
5,436101854350
5,623631942759
5,631487286930
5,914144968916
5,248048052371
5,880338847982
5,71828842649
5,236743045698
5,814816593908
5,280186207980
5,839107123047
5,571814734210
5,849053021991
5,580236379657
5,153124324492
5,172807327127
5,463860077415
5,751133750613
5,506234620727
5,257591323025
5,185885533
5,988643010703
5,148566087169
5,434374576578
5,161742031759
5,446295944747
5,40682687899
5,893218026574
5,769391820058
5,928429906330
5,378343150570
5,679393704818
5,696262818165
5,576640735274
5,7088053158
5,439840219095
5,163434187742
5,906105845900
5,913128621224
5,539483959701
5,966472873994
5,836260989602
5,290825901077
5,179051075400
5,616690859899
5,221986066340
5,935720002061
5,531630102913
5,114073597627
5,398986119985
5,408694957718
5,716085399152
5,187161974827
5,193501578131
5,503527109844
5,506708608903
5,100826663922
5,241274726705
5,562037306093
5,569591808016
5,589694430814
5,593865499432
5,313861924995
5,176767227346
5,319936542893
5,607982749220
5,56516329167
5,768205526516
5,930942024557
5,798607195979
5,943691393905
5,238497740896
5,400149382654
5,831880871400
5,412463761813
5,133779233623
5,982563145454
5,285288992859
5,989780377411
5,746558564362
5,623239667693
5,902684998567
5,68851681080
5,70399591837
5,252858879979
5,694468540895
5,144608948347
5,5037917010
5,151617906738
5,580772643743
5,731957267893
5,706620534092
5,169258881839
5,61405620820
5,775533689699
5,700568874913
5,845891248070
5,433679483282
5,726911083860
5,328405080547
4,199137021331
4,908253667240
4,353204490072
4,72156315756
4,920440959360
4,646689024920
4,90058738323
4,676103686567
4,117503260658
4,264850317301
4,559716578134
4,134622149611
4,284259654154
4,988798039446
4,849475521463
4,294810776010
4,863146097076
4,592616718996
4,596852790418
4,313289507083
4,743856051844
4,760048195135
4,339619441780
4,201304907351
4,204454594464
4,488110871569
4,209442457026
4,216166835868
4,360899212098
4,943136081819
4,944808843332
4,245101164818
4,535509132587
4,399700037110
4,550602131564
4,975543188150
4,133426457746
4,298960246867
4,724829513069
4,446965455664
4,752606445995
4,477155739910
4,198472117109
4,341617888137
4,483788482374
4,349084141660
4,650955217419
4,229852538131
4,232621832522
4,667465734023
4,532784952190
4,963266280704
4,122369515096
4,971569123455
4,973071297821
4,271071776787
4,831967702649
4,423317022065
4,154558492363
4,297729344600
4,443023565177
4,24266450353
4,25889762565
4,596474013227
4,453041125816
4,460958701242
4,181936231115
4,323906271927
4,43927660244
4,751426579525
4,50152539391
4,474846265048
4,55352112016
4,631035842453
4,493328597906
4,791010620541
4,370927801134
4,933851869001
4,517577473006
4,381453159383
4,386564578296
4,530303236734
4,684545864655
4,978586377797
4,144715239173
4,5106421449
4,576305370652
4,585858472101
4,17272757468
4,589221451830
4,19038705372
4,446439084866
4,601420782002
4,32901539708
4,466341098178
4,757091015626
4,761665250322
4,196512700051
4,214493832818
4,372774163727
4,661528853696
4,941878827152
4,953253655031
4,541165509153
4,398014783524
4,548089516690
4,972392282036
4,270737528988
4,275379247871
4,983644198343
4,855549320236
4,586283761149
4,734380753143
4,598738433752
4,739363048032
4,877329821003
4,625550794361
4,764885493781
4,350942885826
4,499654871507
4,644582373284
4,792104259277
4,235483341778
4,942436369479
4,520437264195
4,665348091864
4,238588652258
4,806930337562
4,957779891495
4,395874489035
4,970064195033
4,264545941419
4,696642744421
4,700720073700
4,280602334391
4,568482175137
4,988432466008
4,292723879679
4,718804598596
4,856050099637
4,722392331959
4,18555460292
4,162580874601
4,35365739684
4,183427833105
4,887912224860
4,906720615944
4,206999030149
4,913932724800
4,362023303916
4,651288103665
4,365485793547
4,941128762366
4,667896266820
4,103164601772
4,386579600804
4,528297166828
4,148815825366
4,291762757530
4,293260526405
4,294914745023
4,12707186740
4,861431671429
4,170413080310
4,610314016286
4,335064213666
4,897115630862
4,481680593814
4,488284630971
4,918080799555
4,643585193573
4,645649595090
4,651723320951
4,225353046491
4,372835568505
4,951604866544
4,528951669063
4,255311917216
4,126435114602
4,290671302874
4,715190142741
4,995447424239
4,721600886402
4,15003830755
4,162336442280
4,729802460148
4,866892949789
4,180238191484
4,183015032120
4,470816545533
4,206649018001
4,498276468056
4,642410867905
4,501128047190
4,787089642685
4,507753401827
4,509132060973
4,232644165694
4,95110019550
4,670505347725
4,948509189198
4,952051374210
4,114933224654
4,269641616657
4,4768111004
4,578537854600
4,10650602187
4,581999360508
4,439111261098
4,600969733655
4,180688493373
4,749625503546
4,202254981656
4,648265318302
4,220804292918
4,789398964332
4,87006439407
4,386589464147
4,676182316888
4,117751653503
4,697046359321
4,835443609007
4,565293763695
4,422592360668
4,849609348155
4,160540686222
4,20943026538
4,166555751499
4,595244228565
4,872722569500
4,876718856548
4,893660270923
4,54039407665
4,763100175198
4,341235495902
4,348509809055
4,211458457617
4,642022205081
4,359740283514
4,925654041447
4,367649386195
4,510675143801
4,655163304509
4,936530015378
4,96086751631
4,97727861061
4,102179740057
4,114503145172
4,260703835162
4,550744222125
4,827035795157
4,277064338861
4,835868949868
4,982387260583
4,419961819800
4,287018817330
4,852322555809
4,437308212235
4,726713220764
4,594033228953
4,609160380322
4,47117328058
4,191280862566
4,334148376895
4,916596166858
4,785590441842
4,795613614048
4,95137711266
4,96439512046
4,803481367901
4,944039469134
4,388782858996
4,390669841919
4,120800130015
4,824750049666
4,125318135698
4,694125001138
4,273000490030
4,697687768468
4,422331725107
4,154838385077
4,449497914418
4,317438875234
4,884314591598
4,889466779810
4,757804258259
4,196385545543
4,57259283462
4,199263116068
4,343956673971
4,633157275391
4,661080246429
4,391205588584
4,826573009412
4,407819830888
4,270467200705
4,694643651981
4,279523334395
4,709837275246
4,858145405657
4,26491691670
4,448426429085
4,169135676253
4,598397448590
4,31550381975
4,52632852132
4,338419236662
4,342960867033
4,202975384446
4,346399361918
4,492059244469
4,218177273483
4,786662278649
4,364303032878
4,655165848441
4,245213168420
4,541388128948
4,963033218396
4,402931965893
4,408095849855
4,834467428297
4,703873922714
4,573003639284
4,5743254090
4,854112954122
4,24030540406
4,312593266888
4,174943088289
4,320424387948
4,322238149562
4,462199739592
4,43508614668
4,762133247867
4,72035537904
4,355647541167
4,512990026201
4,660561919946
4,237320031867
4,101409825720
4,384366759538
4,104195732231
4,973303829923
4,558023969595
4,130915781233
4,280851778085
4,284113231940
4,299483595677
4,874091435587
4,455092973615
4,602554857962
4,881235645590
4,611558653787
4,44069085369
4,764021799541
4,347988970240
4,209208331691
4,781085855859
4,503331808492
