user_id,ave_qty
6.44983E+11,100
1.2166E+11,100
6.72638E+11,100
4.49382E+11,100
4.45312E+11,100
3.02236E+11,100
7.47292E+11,100
7.56501E+11,100
8.02114E+11,100
6.58892E+11,100
9.79391E+11,100
3.86871E+11,100
4.38388E+11,100
4.34044E+11,100
3.26927E+11,100
13526616044,100
9.60704E+11,100
46438449562,100
2.60565E+11,100
80522659574,100
47997205351,100
6.63791E+11,100
17839007615,100
1041808737,99.6667
1.92839E+11,99.5
2.22624E+11,99.5
2.32343E+11,99.5
6.51895E+11,99.5
6.25032E+11,99.2
5.01146E+11,99
7400827346,99
7.55136E+11,99
8.23371E+11,99
1.70001E+11,99
5.54464E+11,99
8.69686E+11,99
9.93795E+11,99
7.38708E+11,99
81643996345,99
8.23235E+11,99
1.94823E+11,98.5
1.32607E+11,98.3333
8.26921E+11,98.25
7.3752E+11,98
8.24799E+11,98
23818293299,98
4.04904E+11,98
9.83966E+11,98
8.50874E+11,98
1665370156,98
5.7424E+11,98
96086751631,97.75
1.21082E+11,97.5
7.33657E+11,97.5
1.30292E+11,97
1.37585E+11,97
7.03694E+11,97
2.03382E+11,97
4.75966E+11,97
2.70287E+11,97
5.50704E+11,97
2.73377E+11,97
8.3207E+11,97
7.60434E+11,96.5
1.02723E+11,96.5
8.24244E+11,96.3333
4.67124E+11,96
3.3112E+11,96
8.66154E+11,96
7.5304E+11,96
6.1293E+11,96
3.74779E+11,96
5.34197E+11,96
2.80053E+11,96
64637865002,96
8.06239E+11,96
3.61158E+11,96
2.85524E+11,96
7.54149E+11,96
8.81749E+11,96
3.11428E+11,96
5.10675E+11,95.5
8399100799,95.5
2.3745E+11,95.3333
6.96471E+11,95
8.15893E+11,95
4.38291E+11,95
7.42093E+11,95
2.47695E+11,95
9.90054E+11,95
4.68834E+11,95
4.68299E+11,95
6.61934E+11,95
1.53608E+11,95
4.08919E+11,94.5
3.60849E+11,94.5
9.83E+11,94.3333
3.38065E+11,94.3333
4.60959E+11,94.25
5.66381E+11,94
6.87832E+11,94
4.21431E+11,94
4.17464E+11,94
9.43606E+11,94
6.94945E+11,94
4.62455E+11,94
9.8934E+11,94
65820067247,94
5.23815E+11,94
2.93342E+11,94
4.73738E+11,93.5
8.16676E+11,93.5
70674294691,93.4
3.87073E+11,93.3333
80311733247,93.3333
5.66323E+11,93.3333
3.02864E+11,93.3333
5.94215E+11,93.25
1.76471E+11,93
8.70881E+11,93
4.39138E+11,93
7.60368E+11,93
5.85736E+11,93
5.05819E+11,93
1.51365E+11,93
1.81609E+11,93
1.62037E+11,93
1.08582E+11,93
2.35295E+11,93
3.02319E+11,93
4.22115E+11,92.6667
5288426172,92.5
72970001551,92.3333
6.99581E+11,92
5.79275E+11,92
4.77609E+11,92
2.08088E+11,92
8.30272E+11,92
1.7971E+11,92
5.63834E+11,92
40638605973,92
1.36341E+11,92
2.3398E+11,92
9.53029E+11,92
9.99477E+11,92
59630417838,92
4.72947E+11,92
3.72221E+11,92
7.01321E+11,92
5.43992E+11,92
57682034206,92
7.78201E+11,92
1.46392E+11,92
4.6179E+11,91.75
8.29598E+11,91.6667
9.19436E+11,91.3333
1.00389E+11,91
1.48845E+11,91
2.01978E+11,91
7.02233E+11,91
2.36382E+11,91
7.4419E+11,91
2.41652E+11,91
5681270533,91
5.61115E+11,91
3.55293E+11,91
7.21269E+11,91
3.98749E+11,91
9.43028E+11,91
4.45051E+11,90.5
31224359102,90.5
5.98423E+11,90
5.89733E+11,90
8.49519E+11,90
2.45675E+11,90
8.58226E+11,90
1.50897E+11,90
2.69366E+11,90
9.03393E+11,90
3.96804E+11,90
4.42795E+11,90
6.79394E+11,90
7.35556E+11,90
80874853506,89.6667
5.97425E+11,89.5
8.56776E+11,89.5
4.72344E+11,89.5
6.9537E+11,89
1.79982E+11,89
8.09136E+11,89
3.57127E+11,89
8.28857E+11,89
52891530397,89
9.2662E+11,89
3.52491E+11,89
71964930841,89
6908724016,89
6.8784E+11,89
2.1892E+11,88.6667
14331660090,88.5
2.00986E+11,88.5
9.38219E+11,88.3333
6.50363E+11,88.3333
1.73696E+11,88.2
8.33942E+11,88
7.09168E+11,88
7.75469E+11,88
6.30624E+11,88
7.67186E+11,88
1.92962E+11,88
8.58594E+11,88
9.2043E+11,88
7.84783E+11,88
7.71637E+11,88
9.70876E+11,88
2.54971E+11,88
2.60667E+11,88
8.01344E+11,88
7.42534E+11,88
3.54858E+11,88
9.43909E+11,88
3.05804E+11,88
92345164484,88
5.71703E+11,87.75
5.76191E+11,87.6667
8.20583E+11,87.5
6.48169E+11,87.3333
7.7351E+11,87.3333
6.21722E+11,87
5.3452E+11,87
2.30509E+11,87
9.18171E+11,87
2.05965E+11,87
1.89893E+11,87
5.34066E+11,87
42737627115,87
8.98936E+11,87
6.06545E+11,87
7.18264E+11,87
5.76803E+11,87
5.72214E+11,87
8.57291E+11,87
3.29857E+11,87
6.20052E+11,87
61527683115,87
9.82483E+11,87
3.29283E+11,87
1.55075E+11,86.8333
6.33439E+11,86.6667
61688476152,86.3333
8.92823E+11,86
9.43163E+11,86
6.45873E+11,86
2.20844E+11,86
8.06704E+11,86
5.85074E+11,86
1.53674E+11,86
1.79973E+11,86
3.99659E+11,86
5.89941E+11,86
2.6592E+11,86
5.32785E+11,86
4.30697E+11,86
8.28415E+11,86
9.19868E+11,86
75071215355,86
2.64648E+11,86
2.42106E+11,86
3.00574E+11,86
18638658269,86
1.43978E+11,86
4.16047E+11,85.6667
7.20735E+11,85.6667
9.5196E+11,85.6667
9.1838E+11,85.6667
15786430872,85.5
1.84046E+11,85.5
4.96804E+11,85.5
8.83476E+11,85.3333
8.18022E+11,85.3333
4.80826E+11,85.3333
6.76104E+11,85.25
4.18225E+11,85
2.81842E+11,85
9.59409E+11,85
1.38299E+11,85
3.69034E+11,85
76868610182,85
5.46951E+11,85
4.87663E+11,85
1.28955E+11,85
1.53124E+11,85
3.92933E+11,85
45060431615,85
8.99261E+11,85
8.91994E+11,84.6667
5.03385E+11,84.6667
9.76231E+11,84.6667
5.92132E+11,84.625
7.55424E+11,84.5
3.72089E+11,84.5
9.72391E+11,84.5
1.46594E+11,84.5
5.40594E+11,84.25
2.5379E+11,84.1667
9.98225E+11,84
3.72007E+11,84
3.04734E+11,84
4.42013E+11,84
3.4797E+11,84
59119919550,84
8.18242E+11,84
8.06284E+11,84
3.73173E+11,84
84349852770,84
99837083143,84
9.82659E+11,84
82509297122,84
7.67677E+11,84
2.90693E+11,84
7.48008E+11,84
14110798488,84
6.46844E+11,84
7.79513E+11,84
4.80788E+11,84
5.64528E+11,84
53085125503,84
5.17481E+11,83.6667
9.44445E+11,83.5
1.23156E+11,83.5
35781974879,83.5
