107313249975,NA,NA,NA,NA
608732290522,NA,NA,NA,NA
757289160869,1,11,6,7
028579283946,NA,NA,NA,NA
829347618573,2,8,6,7
985153497058,NA,NA,NA,NA
845550400944,NA,NA,NA,NA
024102331676,NA,NA,NA,NA
685757821772,NA,NA,NA,NA
877172448330,NA,NA,NA,NA
602285139448,1,9,6,1
468594085973,NA,NA,NA,NA
455092973615,NA,NA,NA,NA
425818587558,NA,NA,NA,NA
661877932972,NA,NA,NA,NA
349852394482,NA,NA,NA,NA
006089616775,NA,NA,NA,NA
780638584090,NA,NA,NA,NA
851756874206,NA,NA,NA,NA
116119744148,NA,NA,NA,NA
177363447504,0,12,6,1
070072762360,NA,NA,NA,NA
302811714221,2,8,5,7
608136505964,NA,NA,NA,NA
521091849197,1,11,5,7
135465681293,NA,NA,NA,NA
105774353562,2,7,5,7
848131300881,1,10,6,7
611752391120,NA,NA,NA,NA
041559508491,NA,NA,NA,NA
324591625385,NA,NA,NA,NA
212232854466,NA,NA,NA,NA
731370941062,NA,NA,NA,NA
326771543142,1,10,3,10
465200978506,NA,NA,NA,NA
647102168627,NA,NA,NA,NA
675622769132,1,12,1,7
922252461159,NA,NA,NA,NA
054039407665,1,9,6,7
598397448590,1,9,1,7
548909236542,NA,NA,NA,NA
386870680533,NA,NA,NA,NA
051438443882,NA,NA,NA,NA
979877077974,NA,NA,NA,NA
107132941606,NA,NA,NA,NA
051875195621,2,7,5,7
727129402639,NA,NA,NA,NA
123220422129,NA,NA,NA,NA
113466507007,1,10,1,2
149612176207,NA,NA,NA,NA
154540906048,NA,NA,NA,NA
360848707829,NA,NA,NA,NA
082890997460,2,8,6,1
828393838801,1,7,6,8
509478240318,2,12,5,7
342672197743,2,8,6,7
218005560323,NA,NA,NA,NA
864889595349,1,9,6,7
461897813503,0,8,5,7
973516703899,NA,NA,NA,NA
608452480677,NA,NA,NA,NA
866895220543,NA,NA,NA,NA
061404430459,NA,NA,NA,NA
087788158406,NA,NA,NA,NA
882642391873,2,7,1,6
514565321548,NA,NA,NA,NA
412548444319,0,7,6,1
955671313455,2,6,5,6
513478281479,NA,NA,NA,NA
555624164212,NA,NA,NA,NA
511960110107,2,8,6,8
917493279294,2,7,6,1
446586392678,NA,NA,NA,NA
775376073205,2,7,1,7
744521707882,NA,NA,NA,NA
297962746971,NA,NA,NA,NA
759493370992,NA,NA,NA,NA
152848700440,1,6,6,7
208187961378,NA,NA,NA,NA
355142048006,1,6,1,6
671016470350,NA,NA,NA,NA
746073108742,NA,NA,NA,NA
415325530104,NA,NA,NA,NA
154075848020,NA,NA,NA,NA
040962795269,NA,NA,NA,NA
351078874489,1,6,6,7
659695189057,NA,NA,NA,NA
349915697534,NA,NA,NA,NA
692030408294,NA,NA,NA,NA
024618345438,NA,NA,NA,NA
588066975215,NA,NA,NA,NA
815183056989,2,8,1,8
667896266820,NA,NA,NA,NA
394492802723,NA,NA,NA,NA
238700583433,1,5,6,7
283000866667,NA,NA,NA,NA
732690405018,NA,NA,NA,NA
690112579750,NA,NA,NA,NA
951607900731,NA,NA,NA,NA
540507991364,2,6,6,1
750545874544,NA,NA,NA,NA
323691985589,NA,NA,NA,NA
352010212647,2,7,6,7
786524181369,2,4,6,10
157664507312,NA,NA,NA,NA
804848527695,NA,NA,NA,NA
218912072210,NA,NA,NA,NA
501760693371,NA,NA,NA,NA
070399591837,NA,NA,NA,NA
473987868467,2,6,6,7
449233741812,NA,NA,NA,NA
328250394323,1,5,6,7
727953282856,NA,NA,NA,NA
448271900683,NA,NA,NA,NA
314449502498,0,5,6,1
054735679115,2,5,6,7
339431521930,NA,NA,NA,NA
260807958547,2,8,5,7
645385919982,2,6,5,8
943136081819,2,7,6,7
898893351655,1,6,6,1
742477267714,2,6,6,8
746678209067,2,4,6,1
715788082818,1,5,6,7
677327014583,NA,NA,NA,NA
194724995323,NA,NA,NA,NA
604097179969,NA,NA,NA,NA
108044590169,NA,NA,NA,NA
784404393325,0,8,6,1
371127287528,2,6,5,8
812998265646,NA,NA,NA,NA
391368630885,NA,NA,NA,NA
293119491254,1,7,5,8
063355778816,2,5,1,7
052485374197,2,5,6,7
060772685280,2,5,5,8
823288745822,2,5,6,7
349285142927,2,6,6,1
275957523488,NA,NA,NA,NA
885469929837,2,6,5,8
622044772013,2,7,6,7
806854400607,2,7,5,8
757672058209,NA,NA,NA,NA
194634273453,NA,NA,NA,NA
332923122631,NA,NA,NA,NA
811902860161,1,6,5,7
711278210589,NA,NA,NA,NA
501760728275,2,6,5,7
824626872812,NA,NA,NA,NA
249842874680,2,5,6,1
531630102913,NA,NA,NA,NA
203382040538,2,4,6,7
512841900346,2,5,6,1
009172368916,2,6,6,7
011766191377,1,4,6,7
844096817778,NA,NA,NA,NA
133110427373,2,4,1,7
532398481571,NA,NA,NA,NA
061514306993,NA,NA,NA,NA
864244843469,1,6,6,7
439138377461,1,5,6,1
913399105928,2,8,5,7
476379266209,NA,NA,NA,NA
023829718795,NA,NA,NA,NA
107768558627,2,7,5,7
669620136561,NA,NA,NA,NA
144348779783,1,4,1,7
948319606803,2,7,6,1
865193091418,2,5,5,7
153581816630,NA,NA,NA,NA
524351826705,NA,NA,NA,NA
697788957656,NA,NA,NA,NA
700749191895,NA,NA,NA,NA
605459256676,NA,NA,NA,NA
588013890894,NA,NA,NA,NA
047521897615,NA,NA,NA,NA
157288015315,NA,NA,NA,NA
999477230891,2,8,6,2
287267289452,NA,NA,NA,NA
114073597627,1,6,1,7
940130944390,NA,NA,NA,NA
206919657862,NA,NA,NA,NA
035210766003,NA,NA,NA,NA
396669134359,2,5,5,7
441764112332,NA,NA,NA,NA
653381421901,NA,NA,NA,NA
617217535658,NA,NA,NA,NA
753935118829,NA,NA,NA,NA
726052333011,NA,NA,NA,NA
690834031728,2,6,6,7
763100175198,2,5,6,7
898256190991,NA,NA,NA,NA
601616317777,NA,NA,NA,NA
723177429600,2,6,5,7
635897501663,1,7,6,7
828574460722,NA,NA,NA,NA
026929733776,NA,NA,NA,NA
194869206410,NA,NA,NA,NA
329200403084,NA,NA,NA,NA
969515192381,NA,NA,NA,NA
399616778522,1,4,6,1
475892748065,NA,NA,NA,NA
144534003582,NA,NA,NA,NA
385251975017,NA,NA,NA,NA
846034313223,2,7,6,7
676225186510,2,5,6,7
367160477361,NA,NA,NA,NA
145554819191,NA,NA,NA,NA
029230327269,1,6,6,7
634444382282,0,12,6,1
477960214747,2,5,6,7
592107058062,2,3,6,7
257188353754,2,5,6,7
573784542706,NA,NA,NA,NA
876650449279,2,4,6,7
283459987021,NA,NA,NA,NA
915070049650,1,6,6,1
368000523526,NA,NA,NA,NA
345590270889,2,4,6,7
922973673900,NA,NA,NA,NA
082598792957,2,6,6,1
507651128392,NA,NA,NA,NA
650355759212,NA,NA,NA,NA
498146232509,NA,NA,NA,NA
741561311857,NA,NA,NA,NA
128684127696,NA,NA,NA,NA
229845104439,2,5,5,7
180335611927,NA,NA,NA,NA
058186373828,NA,NA,NA,NA
047442322130,NA,NA,NA,NA
383965634489,NA,NA,NA,NA
754055210709,NA,NA,NA,NA
946668504371,0,1,6,1
602071006543,NA,NA,NA,NA
887600488739,NA,NA,NA,NA
106879401787,NA,NA,NA,NA
600328809585,NA,NA,NA,NA
502199238639,2,5,6,7
124347522144,NA,NA,NA,NA
783031595666,2,4,6,7
242591161253,NA,NA,NA,NA
870094556198,NA,NA,NA,NA
551996432153,NA,NA,NA,NA
148735335433,0,12,6,1
261018419609,NA,NA,NA,NA
979750734637,NA,NA,NA,NA
670289653170,NA,NA,NA,NA
301144021916,NA,NA,NA,NA
583305328510,2,3,6,1
411152436130,NA,NA,NA,NA
234033143378,NA,NA,NA,NA
229447412788,2,6,5,7
899215634659,NA,NA,NA,NA
204151269676,NA,NA,NA,NA
113922511305,NA,NA,NA,NA
125848643363,1,8,6,7
609660621190,NA,NA,NA,NA
072481569271,NA,NA,NA,NA
002078795007,NA,NA,NA,NA
554130220159,1,4,6,1
444373647527,NA,NA,NA,NA
390334508674,NA,NA,NA,NA
498530209501,NA,NA,NA,NA
127629263366,NA,NA,NA,NA
804444396830,NA,NA,NA,NA
864565829274,NA,NA,NA,NA
688902077277,NA,NA,NA,NA
083218605961,NA,NA,NA,NA
882320019314,NA,NA,NA,NA
023128218788,NA,NA,NA,NA
459160299525,NA,NA,NA,NA
544698608993,NA,NA,NA,NA
275385018789,NA,NA,NA,NA
947805556236,NA,NA,NA,NA
415668977069,NA,NA,NA,NA
257175381173,NA,NA,NA,NA
827750435162,NA,NA,NA,NA
354984234049,NA,NA,NA,NA
024555631605,NA,NA,NA,NA
577939981826,NA,NA,NA,NA
738369895136,NA,NA,NA,NA
260242381200,NA,NA,NA,NA
496804002797,NA,NA,NA,NA
209856801515,2,2,6,2
739344944641,NA,NA,NA,NA
375736835543,NA,NA,NA,NA
746914630419,NA,NA,NA,NA
358881858631,NA,NA,NA,NA
846083369361,NA,NA,NA,NA
722909084053,NA,NA,NA,NA
105256684162,NA,NA,NA,NA
119532666514,NA,NA,NA,NA
995587131182,NA,NA,NA,NA
019093320601,NA,NA,NA,NA
757250419149,NA,NA,NA,NA
062467561552,NA,NA,NA,NA
599480829297,NA,NA,NA,NA
942436369479,NA,NA,NA,NA
244263038897,NA,NA,NA,NA
278862868997,NA,NA,NA,NA
464193825586,NA,NA,NA,NA
146646892621,NA,NA,NA,NA
098501471323,NA,NA,NA,NA
181666569720,NA,NA,NA,NA
746593976786,NA,NA,NA,NA
902394166290,NA,NA,NA,NA
502213928444,NA,NA,NA,NA
725066059793,NA,NA,NA,NA
132212079034,NA,NA,NA,NA
411503581932,NA,NA,NA,NA
108835357487,NA,NA,NA,NA
936833588219,NA,NA,NA,NA
758832134129,NA,NA,NA,NA
658350966745,NA,NA,NA,NA
687513013487,2,6,6,7
829228535913,NA,NA,NA,NA
731535477174,NA,NA,NA,NA
085164105534,NA,NA,NA,NA
350589828580,NA,NA,NA,NA
644352944756,NA,NA,NA,NA
615672586230,NA,NA,NA,NA
863794111412,NA,NA,NA,NA
357711765865,NA,NA,NA,NA
707201787607,NA,NA,NA,NA
888923858916,2,9,6,7
168492649697,0,12,6,1
418307316116,NA,NA,NA,NA
479208255618,NA,NA,NA,NA
893535918771,NA,NA,NA,NA
750634465424,NA,NA,NA,NA
763883961550,NA,NA,NA,NA
222681624630,2,5,6,3
685120689505,NA,NA,NA,NA
372217237141,NA,NA,NA,NA
672190144075,NA,NA,NA,NA
252487235384,NA,NA,NA,NA
291535844502,NA,NA,NA,NA
