1916073046,46196,953695,24097572030
0295715180,46196,953695,24097572030
3869192984,23948,511043,77900268523
2455246753,25599,158284,11263711075
0346627473,51509,400883,76843035429
7892876926,67200,371441,38370207130
0736170490,59810,405360,44109579355
7362152363,59810,583354,83067552138
7874070442,86684,23724,74996918938
1846217991,86684,23724,74996918938
4421988488,51509,400883,89902648341
2949068916,86684,912317,30792226194
5663129397,86684,608952,51140985063
6315184773,46196,692131,12001257387
0934239069,59810,984724,62525699292
0891900058,86684,317207,11929705277
4199810018,51509,400883,89902648341
4854005377,51509,400883,89902648341
1292569999,66457,957646,20194453791
4105359131,66457,692366,02264864033
4776938908,72990,590505,86945107240
5895372964,72990,590505,86945107240
8133360285,66457,692366,83414659634
9881188352,46196,953695,24097572030
4277530272,20449,172057,08388778196
8327562674,20449,172057,08388778196
7877902728,72990,847627,37560718077
7233031312,72990,847627,71955179078
5899216166,86684,884016,15678390835
7747862057,66457,692366,02264864033
4947036967,20449,172057,91100411421
5039413512,86684,317207,95046826413
2338517665,20449,172057,72462635653
3833173614,46196,95578,20911808195
3473824947,46196,953695,24097572030
3332943475,46196,953695,24097572030
1317242034,86684,317207,08334783177
9796965005,86684,859039,61506769565
5473774746,72990,753406,05377216526
5611134222,20449,172057,01175864428
8088524214,20449,172057,01175864428
6092648053,66457,774986,14750940231
1693234568,20449,172057,91737396192
3002997316,23948,570452,83970424710
6503394809,86684,884016,08699022789
4301360492,86684,884016,08699022789
5948412232,86684,884016,08699022789
2981549625,86684,884016,08699022789
8805878306,86684,884016,08699022789
0696896090,86684,884016,01476749009
2950591723,86684,884016,15678390835
2609122147,86684,884016,45285016230
6682508656,86684,884016,45285016230
8597587259,86684,884016,45285016230
5986160262,86684,884016,45285016230
1901825745,59810,984724,03412865607
9996003371,59810,984724,43950840816
7197586207,59810,984724,62525699292
9267950233,86684,859039,82299328395
2077184204,86684,859039,82299328395
6633482344,86684,859039,82299328395
4239832391,86684,859039,61668879362
3045371003,86684,859039,06785564128
4668332783,86684,859039,62697088250
0820078198,86684,317207,08334783177
9679999755,23948,583014,25127001934
9182615616,86684,859039,53174717336
9218195056,86684,14903,10265945337
0895256404,86684,14903,00824535900
4860415826,86684,14903,00824535900
1542400161,86684,14903,10265945337
0624496204,86684,14903,53581038820
1085297291,86684,626471,52402198298
2719880728,86684,626471,52402198298
2943782062,72990,590505,65009562790
2478947718,72990,590505,65009562790
4702498935,72990,590505,65009562790
0460609020,72990,503287,89737402459
4601434725,86684,317207,95046826413
3056448780,86684,317207,25981844050
4927066419,86684,317207,06088577355
3364946640,86684,317207,06088577355
4779951195,86684,317207,06088577355
8830033685,86684,317207,06088577355
2742047504,86684,317207,06088577355
8109161089,86684,72560,86259720103
1730508384,86684,317207,51620771079
9513544327,86684,317207,00349251634
5420013832,86684,317207,59333010103
1560754824,86684,317207,59333010103
8554664266,86684,317207,59333010103
8501116821,86684,317207,00349251634
2208046071,86684,317207,00349251634
6656512884,86684,608952,91883752641
4883216289,86684,608952,98768074205
8430618462,86684,608952,93253696063
2458550834,86684,608952,38279308754
9051652059,86684,317207,06088577355
6839507428,86684,23724,70427532399
1074860825,86684,23724,70427532399
0509028183,86684,23724,70427532399
2448833713,86684,317207,51620771079
1146420081,86684,317207,89990466373
7893874554,86684,23724,36623393730
6291827109,86684,23724,36898574461
5008214704,86684,23724,36898574461
5853653498,86684,23724,36898574461
4231640356,86684,23724,36898574461
3857960758,86684,23724,36898574461
3289490810,86684,23724,36898574461
2116403154,86684,431430,33497618382
4670906912,86684,431430,33497618382
2537336667,86684,859039,31649664746
7751155767,86684,859039,96368237044
2193241889,86684,859039,96368237044
8526321493,51509,400883,15535654713
8951613322,66457,957646,20194453791
2970150141,66457,774986,54768515241
7979900869,86684,317207,89990466373
8933143377,86684,317207,89990466373
5746423901,46196,753428,73647945999
4118828361,46196,875482,09800479101
4052689656,86684,891635,72918794247
5748696036,86684,713733,90755961532
9972586381,86684,665614,90008425179
9554924663,86684,294163,17944719438
2151462451,86684,294163,65398206527
7099707218,86684,294163,17944719438
2095399021,86684,884016,54743518553
4559012241,86684,317207,51620771079
2711429406,86684,859039,61506769565
8683677210,86684,912317,41595662357
9887330943,23948,583014,56724218784
7237707100,23948,583014,25127001934
9917959123,23948,583014,25127001934
3228122856,86684,23724,75423420687
0182647688,66457,597871,02829442890
7840973104,66457,692366,14608879735
3710426595,66457,692366,14608879735
0995406858,46196,150285,59938600067
8877214197,86684,23724,54424356716
4032236920,86684,891635,79701413819
5699035373,23948,583014,03886880843
3519563235,46196,753428,74726968284
4291099756,59810,405360,01693082999
7788379939,86684,23724,36898574461
2219785770,66457,774986,89305627594
8701280312,86684,884016,45285016230
2009358962,86684,317207,48602253915
0993323425,66457,692366,83414659634
3616079670,86684,317207,06088577355
5448621462,86684,317207,83399041301
9812843516,86684,317207,89990466373
9102943134,66457,692366,83414659634
1805022199,86684,884016,15678390835
6403069403,86684,23724,36623393730
5847837608,86684,431430,33497618382
5966733992,86684,859039,96368237044
0335451799,86684,859039,59553896684
3242259964,86684,859039,31649664746
4257710428,46196,692131,07525309742
8592155237,59810,421105,46373216604
1825627756,59810,421105,46373216604
8796487490,59810,421105,46373216604
5683134198,59810,421105,17835143076
0628481029,86684,317207,11929705277
0204635393,86684,912317,71038631071
4349821802,66457,774986,96977562779
6859901692,23948,782714,57094826635
9813013985,23948,782714,82749714697
3536817219,66457,774986,96977562779
6045730206,86684,72560,86259720103
6688098322,86684,23724,36898574461
5240698001,66457,774986,45268157513
5087825031,86684,294163,17944719438
3143646998,86684,859039,96592613269
2517977641,86684,23724,54424356716
1414591154,86684,23724,36623393730
5804564936,67200,733683,69264812441
6544135140,67200,733683,08932113121
8818074751,67200,733683,69264812441
6329723654,67200,733683,08932113121
9345392167,66457,597871,39507105454
1413439340,23948,350059,95550629146
0526106623,86684,23724,75423420687
9207930217,86684,23724,75423420687
0924111765,86684,317207,23053512186
9213637932,23948,350059,61757551929
3360721643,46196,953695,78087681979
3662401654,46196,953695,78087681979
9632042840,86684,317207,23053512186
8990013612,72990,503287,20885080993
5178061962,51509,400883,83755410262
8519109729,86684,317207,06088577355
1559982479,86684,884016,08699022789
3000610883,20449,888523,29430659690
5427378488,86684,317207,62369844559
0087409121,86684,317207,83399041301
4112817704,59810,405360,83809688764
0975768603,59810,984724,56746443816
3125087763,86684,884016,54743518553
5085724069,86684,859039,67968159683
6432454074,86684,859039,86666370014
0791512012,86684,14903,55553303193
3496051018,86684,14903,31484135157
8936584143,86684,14903,38059079576
1296374842,86684,859039,61506769565
1689076034,86684,14903,38059079576
2260858116,72990,590505,46504023192
4135252432,72990,590505,46504023192
3190963487,72990,590505,46504023192
6109256643,72990,847627,32813503440
6648059441,86684,859039,20950082022
2434731880,72990,847627,37560718077
9084930661,72990,547559,95371072727
9343057430,72990,547559,28568593939
4298522951,86684,713733,99794380899
1504041709,72990,753406,05377216526
7734643672,72990,503287,86829344503
0463534673,72990,503287,86829344503
9292074894,86684,317207,25981844050
5006877654,86684,859039,61668879362
5807599899,86684,608952,85212393103
5955327141,86684,608952,85212393103
1311403519,86684,608952,38279308754
9949173788,86684,317207,51620771079
7059718954,86684,72560,99722448223
5802926834,86684,317207,08334783177
2609421152,86684,317207,11929705277
3471465967,86684,23724,64032601708
2689659238,59810,421105,46373216604
4813320581,86684,317207,27403140886
8032631140,86684,317207,48185692263
8038810796,86684,317207,51620771079
7750834976,86684,317207,27403140886
5288383016,86684,317207,27403140886
5534881548,86684,317207,05175730163
9582372221,86684,317207,05175730163
3839043238,86684,859039,96368237044
8589213476,86684,891635,99686351975
5980517381,46196,753428,20271924356
1201451632,86684,317207,89990466373
2216734101,86684,317207,89990466373
6674136051,86684,431430,33497618382
1179122616,86684,891635,32572998459
1228135398,46196,953695,78087681979
0146130710,86684,317207,89990466373
4698846114,86684,317207,83399041301
5285735524,86684,317207,83399041301
9807897507,46196,692131,12001257387
9181877226,72990,590505,97238039875
5871927009,72990,590505,97238039875
1849947805,72990,590505,97238039875
9583419705,86684,317207,62369844559
0949772070,86684,23724,00065433049
0304309623,86684,23724,00065433049
2875410517,86684,23724,64032601708
0131831715,86684,859039,23435249535
1648044627,23948,350059,88778870170
0267318789,86684,713733,29463009559
1221751044,86684,317207,34832912991
6740295821,46196,953695,05251827261
2004148995,46196,953695,05251827261
6293068528,86684,14903,00824535900
6257293199,23948,583014,25127001934
6474400482,86684,317207,08334783177
3575909283,86684,317207,08334783177
1319485375,66457,597871,39507105454
7264579768,66457,692366,35471450173
6662074687,86684,317207,08909727192
8714726152,72990,547559,28568593939
0284881829,72990,503287,43177538570
0895702381,72990,503287,43177538570
4684676173,51509,178814,93520384200
8851223026,86684,294163,97373739470
2393278431,86684,317207,21676514831
3792631789,86684,317207,21676514831
7035634810,86684,317207,21676514831
4101902847,59810,421105,46373216604
3709760657,25599,158284,11263711075
3813528674,46196,692131,24128568669
9109325090,23948,270284,39163767193
3440142383,86684,713733,49599013518
8216499886,86684,891635,99686351975
1232652942,86684,884016,08699022789
5223379436,86684,884016,08699022789
7580063794,86684,884016,08699022789
2000241231,86684,317207,48602253915
1238001429,86684,317207,05175730163
9926024074,86684,317207,51620771079
4211274629,86684,317207,05175730163
5482910244,86684,317207,89990466373
5628140766,86684,317207,83399041301
8871160853,86684,891635,79701413819
8335193798,86684,14903,48713259323
7857967899,51509,178814,30963061342
7252658014,86684,859039,96368237044
7757647454,86684,859039,96368237044
0041440389,86684,626471,65342173072
5233441118,86684,626471,65342173072
1019430742,86684,626471,65342173072
